"1 _ 1,,,""1 _ 2"",,,""1 _ 3"",,,""1 _ 4"",,,""1 _ 5"",,,""1 _ 6"",,,""1 _ 7"",,,""1 _ 8"",,,""1 _ 9"",,,""1 _ 10"",,"
"Czas,""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"",""Czas"",""Si³a"",""Przemieszczenie"""
"sec,""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"",""sec"",""N"",""mm"""
"0,""-0,005722046"",""0,001125"",""0"",""0,004768372"",""0,001"",""0"",""-0,01303355"",""0,001"",""0"",""-0,00222524"",""0,0015"",""0"",""-0,00111262"",""0,001375"",""0"",""0,005245209"",""0,000875"",""0"",""-0,00333786"",""0,000625"",""0"",""-0,0003178914"",""0,001"",""0"",""-0,00333786"",""0,000875"",""0"",""0,001589457"",""0,00075"""
"0,01,""-0,004609426"",""0,006625"",""0,01"",""0,004927317"",""0,0065"",""0,01"",""-0,01414617"",""0,005625"",""0,01"",""-0,00111262"",""0,007125"",""0,01"",""-0,0009536743"",""0,006375"",""0,01"",""0,004927317"",""0,0055"",""0,01"",""-0,00333786"",""0,006625"",""0,01"",""-0,0003178914"",""0,00775"",""0,01"",""-0,005086263"",""0,005625"",""0,01"",""-0,004132589"",""0,007875"""
"0,02,""0,002384186"",""0,01875"",""0,02"",""0,01033147"",""0,018625"",""0,02"",""-0,009695689"",""0,01725"",""0,02"",""0,006039937"",""0,018875"",""0,02"",""0,002384186"",""0,018125"",""0,02"",""0,007629395"",""0,017625"",""0,02"",""0"",""0,017625"",""0,02"",""0,002543132"",""0,01875"",""0,02"",""0,003178914"",""0,01775"",""0,02"",""-0,001748403"",""0,018375"""
"0,03,""0,02320608"",""0,034875"",""0,03"",""0,02940496"",""0,03475"",""0,03"",""0,008742015"",""0,033625"",""0,03"",""0,02590815"",""0,034625"",""0,03"",""0,01907349"",""0,035125"",""0,03"",""0,02272924"",""0,033875"",""0,03"",""0,01684825"",""0,03475"",""0,03"",""0,01923243"",""0,034625"",""0,03"",""0,0240008"",""0,034"",""0,03"",""0,02304713"",""0,034125"""
"0,04,""0,05928675"",""0,0555"",""0,04"",""0,06278356"",""0,055375"",""0,04"",""0,04418691"",""0,055"",""0,04"",""0,05737941"",""0,056375"",""0,04"",""0,05261103"",""0,055625"",""0,04"",""0,05690257"",""0,054625"",""0,04"",""0,05324681"",""0,055125"",""0,04"",""0,05420049"",""0,05575"",""0,04"",""0,05801519"",""0,054625"",""0,04"",""0,06278356"",""0,056125"""
"0,05,""0,09298325"",""0,08175001"",""0,05"",""0,09616216"",""0,08162501"",""0,05"",""0,08153915"",""0,08000001"",""0,05"",""0,08916855"",""0,08112501"",""0,05"",""0,08948644"",""0,08125"",""0,05"",""0,09695689"",""0,08075"",""0,05"",""0,09425481"",""0,08125"",""0,05"",""0,09266535"",""0,081375"",""0,05"",""0,09584427"",""0,08075"",""0,05"",""0,09552637"",""0,081"""
"0,06,""0,1058578"",""0,108875"",""0,06"",""0,1128515"",""0,108625"",""0,06"",""0,1002947"",""0,1075"",""0,06"",""0,1101494"",""0,107875"",""0,06"",""0,1128515"",""0,10875"",""0,06"",""0,1184146"",""0,10825"",""0,06"",""0,1157125"",""0,107875"",""0,06"",""0,1133283"",""0,10925"",""0,06"",""0,1204809"",""0,10775"",""0,06"",""0,108242"",""0,10975"""
"0,07,""0,10252"",""0,137"",""0,07"",""0,1133283"",""0,137125"",""0,07"",""0,09743372"",""0,137875"",""0,07"",""0,1149178"",""0,137875"",""0,07"",""0,1168251"",""0,137625"",""0,07"",""0,1153946"",""0,13725"",""0,07"",""0,1145999"",""0,137625"",""0,07"",""0,1136462"",""0,137875"",""0,07"",""0,1236598"",""0,137375"",""0,07"",""0,1088778"",""0,13775"""
"0,08,""0,09139379"",""0,17875"",""0,08"",""0,1064936"",""0,178875"",""0,08"",""0,08265177"",""0,17925"",""0,08"",""0,1034737"",""0,17925"",""0,08"",""0,1077652"",""0,17925"",""0,08"",""0,1018842"",""0,179"",""0,08"",""0,1041094"",""0,17925"",""0,08"",""0,1017253"",""0,179"",""0,08"",""0,1096725"",""0,179"",""0,08"",""0,09934107"",""0,17875"""
"0,09,""0,07597605"",""0,225"",""0,09"",""0,09791056"",""0,225125"",""0,09"",""0,06850561"",""0,22525"",""0,09"",""0,09059906"",""0,225375"",""0,09"",""0,09616216"",""0,225125"",""0,09"",""0,09028117"",""0,225125"",""0,09"",""0,0945727"",""0,22525"",""0,09"",""0,08519491"",""0,225"",""0,09"",""0,09187063"",""0,225125"",""0,09"",""0,07963181"",""0,225"""
"0,1,""0,08440018"",""0,27525"",""0,1"",""0,1122157"",""0,27525"",""0,1"",""0,0799497"",""0,275375"",""0,1"",""0,1064936"",""0,27525"",""0,1"",""0,1050631"",""0,2755"",""0,1"",""0,1001358"",""0,27525"",""0,1"",""0,1049042"",""0,275625"",""0,1"",""0,08980433"",""0,27525"",""0,1"",""0,1006126"",""0,27525"",""0,1"",""0,0799497"",""0,275"""
"0,11,""0,1282692"",""0,326125"",""0,11"",""0,1576741"",""0,326125"",""0,11"",""0,1161893"",""0,326375"",""0,11"",""0,1482964"",""0,3265"",""0,11"",""0,1425743"",""0,326375"",""0,11"",""0,134627"",""0,32625"",""0,11"",""0,1393954"",""0,326625"",""0,11"",""0,1279513"",""0,32625"",""0,11"",""0,1401901"",""0,326125"",""0,11"",""0,1177788"",""0,326125"""
